#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-24-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.204175 seconds
Distributing the actor graph took: 41.4174 seconds
Added actors in: 0.136771 seconds.
Initialized connections of actors in: 0.0478908 seconds.
Async Migration only
Output number: 1, Rank-12: (1) 78 | (2) 1002 | (3)7.78443/100 | (4) 33, 33 | (5) 79.3096 | (6) 44.5612 | (7) 0.000194488 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 68.3333/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (203413, 203413) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 180.154 | (25) (33.859, 61-55)
Output number: 4, Rank-543: (1) 69 | (2) 990 | (3)6.9697/100 | (4) 23, 23 | (5) 89.3383 | (6) 266.091 | (7) 0.00016359 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 49.3056/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (145328, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 205.045 | (25) (33.2174, 137-129)
Output number: 4, Rank-528: (1) 77 | (2) 6786 | (3)1.13469/100 | (4) 25, 25 | (5) 107.827 | (6) 265.465 | (7) 0.000161737 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 51.8056/100 | (15) 0 | (17) (25, 25) | (18) X | (19) (126581, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 212.115 | (25) (34.1865, 135-129)
Output number: 4, Rank-209: (1) 78 | (2) 1048 | (3)7.44275/100 | (4) 38, 38 | (5) 92.0696 | (6) 262.414 | (7) 0.000219441 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 49.1667/100 | (15) 0 | (17) (38, 38) | (18) X | (19) (200972, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 211.96 | (25) (33.5669, 80-78)
Output number: 4, Rank-610: (1) 104 | (2) 1092 | (3)9.52381/100 | (4) 39, 39 | (5) 87.8215 | (6) 254.523 | (7) 0.000197639 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 47.5/100 | (15) 0 | (17) (39, 39) | (18) X | (19) (208151, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 217.055 | (25) (34.6996, 87-75)
Output number: 4, Rank-498: (1) 84 | (2) 6964 | (3)1.2062/100 | (4) 40, 40 | (5) 72.4812 | (6) 272.598 | (7) 0.000255368 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 47.9167/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (216233, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 182.496 | (25) (33.8492, 60-82)
Output number: 4, Rank-379: (1) 86 | (2) 1059 | (3)8.12087/100 | (4) 42, 42 | (5) 74.7438 | (6) 262.156 | (7) 0.000194393 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 46.6667/100 | (15) 0 | (17) (42, 42) | (18) X | (19) (215956, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 215.319 | (25) (33.7095, 14-132)
Output number: 4, Rank-327: (1) 75 | (2) 1110 | (3)6.75676/100 | (4) 48, 48 | (5) 57.7453 | (6) 271.085 | (7) 0.000227629 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 45.5556/100 | (15) 0 | (17) (48, 48) | (18) X | (19) (253667, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 153.577 | (25) (33.6966, 14-3)
Output number: 4, Rank-581: (1) 83 | (2) 6960 | (3)1.19253/100 | (4) 24, 24 | (5) 73.4841 | (6) 278.29 | (7) 0.000266577 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.75/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (175375, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 180.026 | (25) (34.6159, 71-80)
Output number: 4, Rank-641: (1) 91 | (2) 6934 | (3)1.31237/100 | (4) 23, 23 | (5) 77.9666 | (6) 271.624 | (7) 0.000233222 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.4722/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (188460, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 209.855 | (25) (33.8676, 139-7)
Output number: 4, Rank-155: (1) 65 | (2) 6906 | (3)0.941211/100 | (4) 24, 24 | (5) 80.2347 | (6) 269.827 | (7) 0.00020448 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.6111/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (145034, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 209.068 | (25) (33.9179, 81-62)
Output number: 4, Rank-129: (1) 76 | (2) 6867 | (3)1.10674/100 | (4) 27, 27 | (5) 73.7163 | (6) 280.504 | (7) 0.000218854 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 49.1667/100 | (15) 0 | (17) (27, 27) | (18) X | (19) (246293, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 207.328 | (25) (33.3319, 140-125)
Output number: 4, Rank-92: (1) 97 | (2) 6937 | (3)1.3983/100 | (4) 22, 22 | (5) 92.5244 | (6) 273.839 | (7) 0.000295076 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 50.8333/100 | (15) 0 | (17) (22, 22) | (18) X | (19) (163965, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 207.185 | (25) (33.5899, 90-87)
Output number: 4, Rank-74: (1) 83 | (2) 1112 | (3)7.46403/100 | (4) 25, 25 | (5) 71.9571 | (6) 272.61 | (7) 0.000209978 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 47.7778/100 | (15) 0 | (17) (25, 25) | (18) X | (19) (166985, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 207.101 | (25) (33.5915, 48-64)
Output number: 4, Rank-277: (1) 68 | (2) 836 | (3)8.13397/100 | (4) 15, 15 | (5) 111.574 | (6) 257.949 | (7) 0.000270126 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 51.25/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (65629, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 204.846 | (25) (34.8142, 133-3)
Output number: 4, Rank-301: (1) 67 | (2) 6805 | (3)0.98457/100 | (4) 28, 28 | (5) 87.0271 | (6) 266.775 | (7) 0.000246339 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 49.0278/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (140568, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 207.514 | (25) (33.4588, 64-94)
Output number: 4, Rank-47: (1) 78 | (2) 6848 | (3)1.13902/100 | (4) 37, 37 | (5) 69.788 | (6) 274.865 | (7) 0.000278088 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 47.7778/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (231481, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 212.875 | (25) (33.3372, 64-71)
Output number: 4, Rank-428: (1) 97 | (2) 6869 | (3)1.41214/100 | (4) 19, 19 | (5) 98.4674 | (6) 264.945 | (7) 0.000196495 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 50.4167/100 | (15) 0 | (17) (19, 19) | (18) X | (19) (130960, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 205.771 | (25) (33.961, 56-80)
Output number: 4, Rank-658: (1) 80 | (2) 1152 | (3)6.94444/100 | (4) 24, 24 | (5) 78.494 | (6) 265.587 | (7) 0.000182951 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 47.7778/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (146280, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 238.4 | (25) (33.3434, 50-78)
Output number: 4, Rank-180: (1) 97 | (2) 6790 | (3)1.42857/100 | (4) 18, 18 | (5) 94.7161 | (6) 269.14 | (7) 0.000159694 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 50.4167/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (112579, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 208.551 | (25) (34.3983, 62-55)
Output number: 4, Rank-340: (1) 77 | (2) 892 | (3)8.63229/100 | (4) 37, 37 | (5) 111.625 | (6) 252.151 | (7) 0.000304245 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 50.4167/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (98657, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 212.21 | (25) (33.5023, 134-127)
Output number: 4, Rank-408: (1) 80 | (2) 6892 | (3)1.16077/100 | (4) 37, 37 | (5) 72.1335 | (6) 271.362 | (7) 0.00022495 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 47.6389/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (224880, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 213.566 | (25) (34.0018, 22-3)
Output number: 4, Rank-224: (1) 62 | (2) 1078 | (3)5.75139/100 | (4) 14, 14 | (5) 71.1326 | (6) 275.267 | (7) 0.00029673 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.0556/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (174047, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 204.976 | (25) (33.707, 63-93)
Output number: 4, Rank-461: (1) 91 | (2) 986 | (3)9.22921/100 | (4) 20, 20 | (5) 87.5843 | (6) 262.02 | (7) 0.000112533 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.4722/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (134958, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 203.891 | (25) (33.2568, 132-140)
Output number: 4, Rank-556: (1) 66 | (2) 6840 | (3)0.964912/100 | (4) 22, 22 | (5) 68.9735 | (6) 278.224 | (7) 0.000156214 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.1944/100 | (15) 0 | (17) (22, 22) | (18) X | (19) (179370, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 140.825 | (25) (33.7872, 131-10)
Output number: 4, Rank-506: (1) 83 | (2) 6882 | (3)1.20604/100 | (4) 26, 26 | (5) 96.8895 | (6) 260.111 | (7) 0.000185591 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 49.5833/100 | (15) 0 | (17) (26, 26) | (18) X | (19) (130520, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 210.596 | (25) (34.1068, 95-75)
Output number: 4, Rank-210: (1) 63 | (2) 911 | (3)6.91548/100 | (4) 14, 14 | (5) 85.5003 | (6) 273.37 | (7) 0.000222467 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 49.7222/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (132383, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 232.563 | (25) (32.9367, 71-72)
Output number: 4, Rank-615: (1) 69 | (2) 6749 | (3)1.02237/100 | (4) 20, 20 | (5) 77.9149 | (6) 273.298 | (7) 0.000178542 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.75/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (161198, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 205.534 | (25) (33.6882, 69-57)
Output number: 4, Rank-490: (1) 68 | (2) 1139 | (3)5.97015/100 | (4) 24, 24 | (5) 96.3083 | (6) 262.988 | (7) 0.000182768 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 49.8611/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (113072, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 206.087 | (25) (33.4562, 5-137)
Output number: 4, Rank-380: (1) 69 | (2) 7038 | (3)0.980392/100 | (4) 34, 34 | (5) 65.6126 | (6) 278.474 | (7) 0.000215607 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 47.7778/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (268987, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 214.99 | (25) (36.3385, 65-67)
Output number: 4, Rank-320: (1) 63 | (2) 929 | (3)6.78149/100 | (4) 22, 22 | (5) 69.4069 | (6) 269.223 | (7) 0.000198968 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 46.9444/100 | (15) 0 | (17) (22, 22) | (18) X | (19) (170844, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 206.137 | (25) (33.6482, 54-62)
Output number: 4, Rank-569: (1) 52 | (2) 6761 | (3)0.769117/100 | (4) 36, 36 | (5) 66.9098 | (6) 272.211 | (7) 0.000199731 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 47.0833/100 | (15) 0 | (17) (36, 36) | (18) X | (19) (186374, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 212.029 | (25) (33.6139, 63-73)
Output number: 4, Rank-619: (1) 84 | (2) 6949 | (3)1.20881/100 | (4) 33, 33 | (5) 87.2709 | (6) 267.279 | (7) 0.000188704 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 49.1667/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (191507, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 180.158 | (25) (34.1176, 16-132)
Output number: 4, Rank-437: (1) 71 | (2) 886 | (3)8.01354/100 | (4) 24, 24 | (5) 110.959 | (6) 250.853 | (7) 0.000187003 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 50.1389/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (95446, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 239.552 | (25) (33.5377, 9-10)
Output number: 4, Rank-659: (1) 72 | (2) 1107 | (3)6.50407/100 | (4) 39, 39 | (5) 82.2487 | (6) 269.403 | (7) 0.000199531 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.75/100 | (15) 0 | (17) (39, 39) | (18) X | (19) (158006, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 215.374 | (25) (33.7763, 55-79)
Output number: 4, Rank-181: (1) 96 | (2) 6965 | (3)1.37832/100 | (4) 42, 42 | (5) 88.0447 | (6) 261.445 | (7) 0.000137174 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.4722/100 | (15) 0 | (17) (42, 42) | (18) X | (19) (154726, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 185.3 | (25) (34.3929, 85-53)
Output number: 4, Rank-344: (1) 70 | (2) 855 | (3)8.18713/100 | (4) 13, 13 | (5) 106.064 | (6) 267.661 | (7) 0.000201718 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 51.8056/100 | (15) 0 | (17) (12, 12) | (18) X | (19) (94618, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 235.67 | (25) (33.7033, 126-10)
Output number: 4, Rank-409: (1) 66 | (2) 928 | (3)7.11207/100 | (4) 28, 28 | (5) 66.8745 | (6) 278.499 | (7) 0.00020488 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 47.9167/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (181597, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 211.403 | (25) (34.2982, 3-3)
Output number: 4, Rank-226: (1) 63 | (2) 6910 | (3)0.911722/100 | (4) 39, 39 | (5) 68.8522 | (6) 271.327 | (7) 0.000235751 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 47.2222/100 | (15) 0 | (17) (39, 39) | (18) X | (19) (224442, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 212.072 | (25) (33.7515, 49-67)
Output number: 4, Rank-470: (1) 65 | (2) 6858 | (3)0.947798/100 | (4) 50, 50 | (5) 66.6655 | (6) 265.836 | (7) 0.00013546 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 46.1111/100 | (15) 0 | (17) (50, 50) | (18) X | (19) (253791, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 186.274 | (25) (33.7569, 76-76)
Output number: 4, Rank-552: (1) 72 | (2) 7042 | (3)1.02244/100 | (4) 29, 29 | (5) 82.7075 | (6) 267.009 | (7) 0.000105956 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.4722/100 | (15) 0 | (17) (29, 29) | (18) X | (19) (198005, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 211.919 | (25) (33.9747, 70-94)
Output number: 4, Rank-509: (1) 88 | (2) 976 | (3)9.01639/100 | (4) 24, 24 | (5) 90.7835 | (6) 267.211 | (7) 0.000147245 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 49.5833/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (152214, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 208.234 | (25) (33.9499, 143-138)
Output number: 4, Rank-215: (1) 85 | (2) 6852 | (3)1.24051/100 | (4) 48, 48 | (5) 74.6866 | (6) 263.772 | (7) 0.0002116 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 46.9444/100 | (15) 0 | (17) (48, 48) | (18) X | (19) (274024, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 187.133 | (25) (34.2741, 88-67)
Output number: 4, Rank-607: (1) 94 | (2) 6753 | (3)1.39197/100 | (4) 30, 30 | (5) 93.4755 | (6) 259.421 | (7) 0.000235135 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.8889/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (137306, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 209.528 | (25) (33.4768, 135-130)
Output number: 4, Rank-502: (1) 67 | (2) 6758 | (3)0.991418/100 | (4) 28, 28 | (5) 62.1179 | (6) 282.363 | (7) 0.000296845 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 47.7778/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (216850, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 210.69 | (25) (33.9115, 13-135)
Output number: 4, Rank-381: (1) 80 | (2) 942 | (3)8.49257/100 | (4) 34, 34 | (5) 71.4651 | (6) 273.242 | (7) 0.000196846 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 47.7778/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (258967, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 212.368 | (25) (33.6018, 58-62)
Output number: 4, Rank-312: (1) 85 | (2) 1092 | (3)7.78388/100 | (4) 57, 57 | (5) 68.4126 | (6) 253.464 | (7) 0.000285057 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 44.5833/100 | (15) 0 | (17) (57, 57) | (18) X | (19) (250979, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 208.52 | (25) (34.0816, 77-59)
Output number: 4, Rank-582: (1) 83 | (2) 1136 | (3)7.30634/100 | (4) 25, 25 | (5) 72.5922 | (6) 274.695 | (7) 0.000194942 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.1944/100 | (15) 0 | (17) (25, 25) | (18) X | (19) (202482, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 270.721 | (25) (33.4994, 141-120)
Output number: 4, Rank-622: (1) 91 | (2) 6960 | (3)1.30747/100 | (4) 29, 29 | (5) 90.5996 | (6) 267.778 | (7) 0.00020573 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 49.7222/100 | (15) 0 | (17) (29, 29) | (18) X | (19) (198753, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 210.145 | (25) (33.7266, 80-55)
Output number: 4, Rank-156: (1) 62 | (2) 6871 | (3)0.902343/100 | (4) 25, 25 | (5) 74.0738 | (6) 274.852 | (7) 9.9162e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.3333/100 | (15) 0 | (17) (25, 25) | (18) X | (19) (217820, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 208.629 | (25) (34.193, 56-92)
Output number: 4, Rank-131: (1) 81 | (2) 6900 | (3)1.17391/100 | (4) 36, 36 | (5) 82.4848 | (6) 266.395 | (7) 0.000146594 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.3333/100 | (15) 0 | (17) (36, 36) | (18) X | (19) (207265, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 214.935 | (25) (34.0532, 83-60)
Output number: 4, Rank-94: (1) 79 | (2) 6865 | (3)1.15076/100 | (4) 35, 35 | (5) 88.4278 | (6) 265.579 | (7) 0.000276473 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 49.1667/100 | (15) 0 | (17) (35, 35) | (18) X | (19) (157076, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 180.797 | (25) (33.8842, 72-93)
Output number: 4, Rank-75: (1) 83 | (2) 1147 | (3)7.23627/100 | (4) 27, 27 | (5) 71.6242 | (6) 270.607 | (7) 0.000147289 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 47.5/100 | (15) 0 | (17) (27, 27) | (18) X | (19) (237631, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 213.031 | (25) (34.3541, 89-66)
Output number: 4, Rank-265: (1) 68 | (2) 6776 | (3)1.00354/100 | (4) 40, 40 | (5) 74.1176 | (6) 268.822 | (7) 0.000166222 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 47.5/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (206072, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 185.076 | (25) (34.6125, 19-6)
Output number: 4, Rank-304: (1) 76 | (2) 6920 | (3)1.09827/100 | (4) 51, 51 | (5) 68.5636 | (6) 278.143 | (7) 0.000216008 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.0556/100 | (15) 0 | (17) (51, 51) | (18) X | (19) (267995, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 187.181 | (25) (34.2303, 83-69)
Output number: 4, Rank-48: (1) 61 | (2) 1000 | (3)6.1/100 | (4) 66, 66 | (5) 59.5903 | (6) 262.545 | (7) 0.000297232 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 44.7222/100 | (15) 0 | (17) (66, 66) | (18) X | (19) (289588, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 195.061 | (25) (34.021, 142-121)
Output number: 4, Rank-157: (1) 74 | (2) 1166 | (3)6.34648/100 | (4) 35, 35 | (5) 72.2009 | (6) 266.383 | (7) 0.000165269 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 46.9444/100 | (15) 0 | (17) (35, 35) | (18) X | (19) (224319, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 212.657 | (25) (33.6537, 84-93)
Output number: 4, Rank-116: (1) 79 | (2) 1079 | (3)7.32159/100 | (4) 12, 12 | (5) 99.4224 | (6) 270.142 | (7) 0.000102525 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 51.25/100 | (15) 0 | (17) (12, 12) | (18) X | (19) (111852, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 203.438 | (25) (33.552, 49-79)
Output number: 4, Rank-96: (1) 77 | (2) 1057 | (3)7.28477/100 | (4) 24, 24 | (5) 96.1211 | (6) 260.559 | (7) 0.000282449 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 49.4444/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (135929, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 207.551 | (25) (33.7561, 2-140)
Output number: 4, Rank-78: (1) 66 | (2) 6875 | (3)0.96/100 | (4) 31, 31 | (5) 81.8985 | (6) 267.543 | (7) 0.000225429 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.4722/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (145301, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 178.874 | (25) (33.7396, 82-72)
Output number: 4, Rank-267: (1) 82 | (2) 6883 | (3)1.19134/100 | (4) 22, 22 | (5) 81.2388 | (6) 270.522 | (7) 0.000231129 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.75/100 | (15) 0 | (17) (22, 22) | (18) X | (19) (203285, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 205.56 | (25) (33.3379, 58-58)
Output number: 4, Rank-303: (1) 70 | (2) 6796 | (3)1.03002/100 | (4) 27, 27 | (5) 83.2535 | (6) 268.696 | (7) 0.000248658 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 720 | (14) 48.75/100 | (15) 0 | (17) (27, 27) | (18) X | (19) (172338, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 209.712 | (25) (33.7123, 126-13)
