#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-32-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.44863 seconds
Distributing the actor graph took: 42.1073 seconds
Added actors in: 0.116455 seconds.
Initialized connections of actors in: 0.0522152 seconds.
Async Migration only
Output number: 1, Rank-9: (1) 23 | (2) 435 | (3)5.28736/100 | (4) 18, 18 | (5) 17.9686 | (6) 69.9332 | (7) 0.000371078 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 48.3333/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (67384, 67384) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 136.298 | (25) (32.9184, 67-57)
Output number: 3, Rank-430: (1) 44 | (2) 5211 | (3)0.844368/100 | (4) 13, 13 | (5) 47.2138 | (6) 217.512 | (7) 0.000312665 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 48.8889/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (31269, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 102.355 | (25) (32.9525, 4-5)
Output number: 3, Rank-358: (1) 36 | (2) 530 | (3)6.79245/100 | (4) 21, 21 | (5) 20.5192 | (6) 218.946 | (7) 0.000399825 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 44.2593/100 | (15) 0 | (17) (21, 21) | (18) X | (19) (63499, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 105.355 | (25) (33.3024, 10-8)
Output number: 3, Rank-39: (1) 28 | (2) 5198 | (3)0.538669/100 | (4) 23, 23 | (5) 16.9418 | (6) 230.693 | (7) 0.000369706 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 45.7407/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (81928, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 107.426 | (25) (33.8145, 62-87)
Output number: 3, Rank-650: (1) 27 | (2) 556 | (3)4.85612/100 | (4) 34, 34 | (5) 13.564 | (6) 221.081 | (7) 0.000322958 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 43.3333/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (93468, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 114.836 | (25) (34.7015, 11-136)
Output number: 3, Rank-61: (1) 55 | (2) 459 | (3)11.9826/100 | (4) 19, 19 | (5) 45.3873 | (6) 205.285 | (7) 0.000313087 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 46.2963/100 | (15) 0 | (17) (19, 19) | (18) X | (19) (41089, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 106.118 | (25) (33.2502, 134-2)
Output number: 3, Rank-579: (1) 47 | (2) 466 | (3)10.0858/100 | (4) 21, 21 | (5) 30.6764 | (6) 210.324 | (7) 0.000279642 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 44.6296/100 | (15) 0 | (17) (21, 21) | (18) X | (19) (49393, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 107.259 | (25) (33.5226, 86-57)
Output number: 3, Rank-739: (1) 62 | (2) 5240 | (3)1.18321/100 | (4) 20, 20 | (5) 41.7222 | (6) 213.314 | (7) 0.000389338 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 47.2222/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (50693, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 108.06 | (25) (34.6825, 133-133)
Output number: 3, Rank-513: (1) 39 | (2) 5204 | (3)0.749424/100 | (4) 13, 13 | (5) 22.5487 | (6) 225.353 | (7) 0.000324916 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 45.7407/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (81529, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 103.6 | (25) (33.5589, 6-137)
Output number: 3, Rank-242: (1) 55 | (2) 519 | (3)10.5973/100 | (4) 13, 13 | (5) 34.7164 | (6) 222.583 | (7) 0.000316001 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 47.5926/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (58496, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 104.455 | (25) (33.4973, 88-85)
Output number: 3, Rank-408: (1) 38 | (2) 5181 | (3)0.733449/100 | (4) 21, 21 | (5) 24.0361 | (6) 222.125 | (7) 0.000278449 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 45.5556/100 | (15) 0 | (17) (21, 21) | (18) X | (19) (83694, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 106.986 | (25) (33.7544, 12-6)
Output number: 3, Rank-473: (1) 37 | (2) 5211 | (3)0.710036/100 | (4) 21, 21 | (5) 19.5227 | (6) 225.029 | (7) 0.000256585 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 45.1852/100 | (15) 0 | (17) (21, 21) | (18) X | (19) (81062, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 109.187 | (25) (34.407, 59-89)
Output number: 3, Rank-216: (1) 55 | (2) 5258 | (3)1.04603/100 | (4) 15, 15 | (5) 37.4212 | (6) 217.026 | (7) 0.000316055 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 47.037/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (49432, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 105.255 | (25) (33.6691, 89-57)
Output number: 3, Rank-767: (1) 33 | (2) 5257 | (3)0.627734/100 | (4) 13, 13 | (5) 27.6232 | (6) 230.728 | (7) 0.000300327 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 47.7778/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (72522, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 102.584 | (25) (33.1809, 126-137)
Output number: 3, Rank-169: (1) 34 | (2) 5141 | (3)0.66135/100 | (4) 16, 16 | (5) 24.6182 | (6) 240.351 | (7) 0.000314005 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 48.8889/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (47601, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 106.658 | (25) (34.2127, 55-63)
Output number: 3, Rank-696: (1) 32 | (2) 5303 | (3)0.603432/100 | (4) 4, 4 | (5) 21.6605 | (6) 251.112 | (7) 0.00025262 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 50.3704/100 | (15) 0 | (17) (4, 4) | (18) X | (19) (56112, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 99.661 | (25) (33.1915, 133-143)
Output number: 3, Rank-785: (1) 48 | (2) 441 | (3)10.8844/100 | (4) 14, 14 | (5) 42.6826 | (6) 210.786 | (7) 0.000275983 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 46.8519/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (41095, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 103.313 | (25) (33.6067, 83-79)
Output number: 3, Rank-602: (1) 34 | (2) 5214 | (3)0.652091/100 | (4) 12, 12 | (5) 52.1919 | (6) 213.296 | (7) 0.000348683 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 49.0741/100 | (15) 0 | (17) (12, 12) | (18) X | (19) (37504, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 101.601 | (25) (32.8915, 60-80)
Output number: 3, Rank-255: (1) 42 | (2) 5217 | (3)0.80506/100 | (4) 9, 9 | (5) 51.6543 | (6) 218.023 | (7) 0.000288808 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 49.8148/100 | (15) 0 | (17) (9, 9) | (18) X | (19) (26120, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 103.033 | (25) (33.8128, 61-65)
Output number: 3, Rank-116: (1) 24 | (2) 5257 | (3)0.456534/100 | (4) 37, 37 | (5) 9.36892 | (6) 222.495 | (7) 0.000301543 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.7778/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (87284, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 114.447 | (25) (34.0467, 82-81)
Output number: 3, Rank-876: (1) 39 | (2) 5130 | (3)0.760234/100 | (4) 36, 36 | (5) 19.6575 | (6) 220.125 | (7) 0.000295461 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 44.2593/100 | (15) 0 | (17) (36, 36) | (18) X | (19) (111871, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 118.03 | (25) (35.2958, 79-63)
Output number: 3, Rank-98: (1) 39 | (2) 5314 | (3)0.73391/100 | (4) 21, 21 | (5) 32.0133 | (6) 215.708 | (7) 0.000344558 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 45.7407/100 | (15) 0 | (17) (21, 21) | (18) X | (19) (89161, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 106.128 | (25) (33.0566, 134-15)
Output number: 3, Rank-327: (1) 28 | (2) 5308 | (3)0.527506/100 | (4) 16, 16 | (5) 24.5452 | (6) 220.508 | (7) 0.00029318 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 45.3704/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (54311, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 106.041 | (25) (33.8674, 61-59)
Output number: 3, Rank-701: (1) 32 | (2) 5253 | (3)0.609176/100 | (4) 25, 25 | (5) 18.4048 | (6) 222.53 | (7) 0.000386302 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 44.4444/100 | (15) 0 | (17) (25, 25) | (18) X | (19) (89533, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 107.637 | (25) (33.3751, 73-86)
Output number: 3, Rank-640: (1) 24 | (2) 5242 | (3)0.457841/100 | (4) 37, 37 | (5) 11.4803 | (6) 224.005 | (7) 0.000317029 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 43.5185/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (85297, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 80.8471 | (25) (34.172, 83-66)
Output number: 3, Rank-857: (1) 30 | (2) 508 | (3)5.90551/100 | (4) 37, 37 | (5) 10.1796 | (6) 217.066 | (7) 0.000290181 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.037/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (96763, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 113.272 | (25) (33.6835, 82-84)
Output number: 3, Rank-830: (1) 43 | (2) 5226 | (3)0.822809/100 | (4) 14, 14 | (5) 33.4569 | (6) 216.843 | (7) 0.000284492 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 46.2963/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (33637, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 111.22 | (25) (36.1514, 73-76)
Output number: 3, Rank-740: (1) 50 | (2) 514 | (3)9.72763/100 | (4) 20, 20 | (5) 31.5457 | (6) 211.436 | (7) 0.000383266 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 44.8148/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (93433, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 141.197 | (25) (34.0254, 141-139)
Output number: 3, Rank-514: (1) 44 | (2) 492 | (3)8.94309/100 | (4) 24, 24 | (5) 29.9179 | (6) 225.973 | (7) 0.000335771 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 47.2222/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (63207, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 108.94 | (25) (33.9097, 7-129)
Output number: 3, Rank-243: (1) 55 | (2) 5279 | (3)1.04186/100 | (4) 12, 12 | (5) 36.1726 | (6) 225.027 | (7) 0.000310128 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 48.3333/100 | (15) 0 | (17) (12, 12) | (18) X | (19) (65921, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 103.715 | (25) (33.3824, 70-55)
Output number: 3, Rank-409: (1) 27 | (2) 359 | (3)7.52089/100 | (4) 31, 31 | (5) 9.24951 | (6) 221.263 | (7) 0.000297026 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.5926/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (84758, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 141.766 | (25) (33.8972, 65-70)
Output number: 3, Rank-453: (1) 33 | (2) 5285 | (3)0.624409/100 | (4) 32, 32 | (5) 10.6932 | (6) 222.1 | (7) 0.000200524 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.963/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (94193, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 112.77 | (25) (34.0434, 62-90)
Output number: 3, Rank-218: (1) 44 | (2) 5219 | (3)0.843073/100 | (4) 23, 23 | (5) 22.6476 | (6) 221.681 | (7) 0.000305633 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 45.1852/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (78514, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 116.23 | (25) (36.0704, 73-56)
Output number: 3, Rank-768: (1) 40 | (2) 5156 | (3)0.775795/100 | (4) 9, 9 | (5) 31.7407 | (6) 230.572 | (7) 0.000393796 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 48.5185/100 | (15) 0 | (17) (9, 9) | (18) X | (19) (49117, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 101.549 | (25) (33.5059, 132-140)
Output number: 3, Rank-172: (1) 39 | (2) 5213 | (3)0.74813/100 | (4) 30, 30 | (5) 23.6534 | (6) 223.389 | (7) 0.000308833 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 45.7407/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (72910, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 113.298 | (25) (34.1698, 56-82)
Output number: 3, Rank-676: (1) 35 | (2) 5191 | (3)0.674244/100 | (4) 17, 17 | (5) 19.8574 | (6) 223.109 | (7) 0.000297549 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 44.8148/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (74388, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 107.449 | (25) (34.4907, 126-136)
Output number: 3, Rank-810: (1) 50 | (2) 5257 | (3)0.951113/100 | (4) 14, 14 | (5) 39.8336 | (6) 213.225 | (7) 0.000382661 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 46.8519/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (39839, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 102.944 | (25) (33.0423, 90-80)
Output number: 3, Rank-603: (1) 36 | (2) 430 | (3)8.37209/100 | (4) 11, 11 | (5) 45.6345 | (6) 213.573 | (7) 0.000389917 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 47.963/100 | (15) 0 | (17) (11, 11) | (18) X | (19) (27875, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 103.347 | (25) (33.6033, 64-82)
Output number: 3, Rank-256: (1) 46 | (2) 5203 | (3)0.884105/100 | (4) 17, 17 | (5) 52.0841 | (6) 209.228 | (7) 0.00028517 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 48.3333/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (31845, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 108.432 | (25) (34.5833, 80-86)
Output number: 3, Rank-117: (1) 27 | (2) 433 | (3)6.23557/100 | (4) 13, 13 | (5) 11.0073 | (6) 231.619 | (7) 0.000289256 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 44.8148/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (72207, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 101.072 | (25) (32.4369, 140-11)
Output number: 3, Rank-877: (1) 22 | (2) 558 | (3)3.94265/100 | (4) 33, 33 | (5) 13.69 | (6) 218.064 | (7) 0.00038382 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.7778/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (85089, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 110.978 | (25) (33.2148, 90-72)
Output number: 3, Rank-99: (1) 51 | (2) 5236 | (3)0.974026/100 | (4) 17, 17 | (5) 32.3972 | (6) 219.068 | (7) 0.000376698 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 46.4815/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (69303, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 104.323 | (25) (33.0142, 131-5)
Output number: 3, Rank-319: (1) 20 | (2) 5154 | (3)0.388048/100 | (4) 35, 35 | (5) 10.3164 | (6) 224.384 | (7) 0.000374577 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 43.3333/100 | (15) 0 | (17) (35, 35) | (18) X | (19) (82798, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 108.567 | (25) (33.7347, 75-86)
Output number: 3, Rank-704: (1) 25 | (2) 5253 | (3)0.475919/100 | (4) 25, 25 | (5) 22.0426 | (6) 219.709 | (7) 0.000313741 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 44.6296/100 | (15) 0 | (17) (25, 25) | (18) X | (19) (68541, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 110.853 | (25) (34.0825, 56-81)
Output number: 3, Rank-641: (1) 19 | (2) 421 | (3)4.51306/100 | (4) 23, 23 | (5) 16.022 | (6) 222.652 | (7) 0.000318097 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 44.0741/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (67038, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 109.821 | (25) (34.1082, 67-72)
Output number: 3, Rank-859: (1) 25 | (2) 5167 | (3)0.48384/100 | (4) 44, 44 | (5) 8.13924 | (6) 222.611 | (7) 0.000353477 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.5926/100 | (15) 0 | (17) (44, 44) | (18) X | (19) (91494, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 116.815 | (25) (33.8137, 57-56)
Output number: 3, Rank-831: (1) 62 | (2) 500 | (3)12.4/100 | (4) 10, 10 | (5) 36.615 | (6) 217.822 | (7) 0.000280929 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 47.037/100 | (15) 0 | (17) (10, 10) | (18) X | (19) (47851, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 102.04 | (25) (33.1752, 77-89)
Output number: 3, Rank-286: (1) 26 | (2) 5304 | (3)0.490196/100 | (4) 44, 44 | (5) 10.5318 | (6) 219.63 | (7) 0.000281709 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.5926/100 | (15) 0 | (17) (44, 44) | (18) X | (19) (93589, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 116.624 | (25) (34.0784, 12-2)
Output number: 3, Rank-368: (1) 35 | (2) 5278 | (3)0.66313/100 | (4) 19, 19 | (5) 19.5196 | (6) 224.691 | (7) 0.000277099 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 45.1852/100 | (15) 0 | (17) (19, 19) | (18) X | (19) (70073, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 110.197 | (25) (34.6917, 53-60)
Output number: 3, Rank-147: (1) 35 | (2) 457 | (3)7.65864/100 | (4) 14, 14 | (5) 21.9733 | (6) 216.591 | (7) 0.000285918 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 44.0741/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (59414, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 134.159 | (25) (32.6217, 128-9)
Output number: 3, Rank-552: (1) 47 | (2) 5285 | (3)0.889309/100 | (4) 21, 21 | (5) 26.4239 | (6) 228.223 | (7) 0.000310737 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 47.037/100 | (15) 0 | (17) (21, 21) | (18) X | (19) (69761, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 107.376 | (25) (34.0468, 5-141)
Output number: 3, Rank-485: (1) 25 | (2) 5148 | (3)0.485625/100 | (4) 9, 9 | (5) 17.1094 | (6) 234.539 | (7) 0.000323198 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 46.4815/100 | (15) 0 | (17) (9, 9) | (18) X | (19) (62997, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 102.285 | (25) (33.3248, 9-132)
Output number: 3, Rank-431: (1) 52 | (2) 467 | (3)11.1349/100 | (4) 24, 24 | (5) 42.229 | (6) 206.337 | (7) 0.000292683 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 45.9259/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (69320, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 106.313 | (25) (33.1131, 8-17)
Output number: 3, Rank-359: (1) 38 | (2) 5311 | (3)0.715496/100 | (4) 34, 34 | (5) 21.8055 | (6) 216.324 | (7) 0.000311757 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 44.0741/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (98017, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 111.891 | (25) (33.4866, 2-17)
Output number: 3, Rank-40: (1) 35 | (2) 538 | (3)6.50558/100 | (4) 36, 36 | (5) 12.7889 | (6) 217.305 | (7) 0.000307631 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 42.5926/100 | (15) 0 | (17) (36, 36) | (18) X | (19) (77066, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 80.1072 | (25) (33.7805, 131-0)
Output number: 3, Rank-651: (1) 37 | (2) 5173 | (3)0.715252/100 | (4) 27, 27 | (5) 19.5804 | (6) 222.719 | (7) 0.000302061 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 44.8148/100 | (15) 0 | (17) (27, 27) | (18) X | (19) (78421, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 143.097 | (25) (33.7684, 58-82)
Output number: 3, Rank-63: (1) 38 | (2) 5268 | (3)0.721336/100 | (4) 15, 15 | (5) 51.5328 | (6) 210.041 | (7) 0.000353978 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 48.3333/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (26331, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 105.367 | (25) (33.4978, 138-3)
Output number: 3, Rank-580: (1) 49 | (2) 5299 | (3)0.924703/100 | (4) 14, 14 | (5) 29.231 | (6) 218.341 | (7) 0.000307501 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 45.7407/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (63829, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 104.334 | (25) (33.7723, 67-74)
Output number: 3, Rank-280: (1) 32 | (2) 5229 | (3)0.611972/100 | (4) 40, 40 | (5) 19.5764 | (6) 216.966 | (7) 0.000397977 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 43.7037/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (85603, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 112.448 | (25) (33.3366, 14-0)
Output number: 3, Rank-376: (1) 39 | (2) 5269 | (3)0.740178/100 | (4) 10, 10 | (5) 23.7253 | (6) 230.261 | (7) 0.000374404 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 46.8519/100 | (15) 0 | (17) (10, 10) | (18) X | (19) (69679, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 134.323 | (25) (33.5121, 80-90)
Output number: 3, Rank-148: (1) 30 | (2) 491 | (3)6.10998/100 | (4) 11, 11 | (5) 18.1047 | (6) 228.814 | (7) 0.000383942 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 45.5556/100 | (15) 0 | (17) (11, 11) | (18) X | (19) (80403, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 101.389 | (25) (32.9825, 142-8)
Output number: 3, Rank-558: (1) 46 | (2) 5290 | (3)0.869565/100 | (4) 20, 20 | (5) 27.7247 | (6) 216.699 | (7) 0.000328645 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 540 | (14) 45.1852/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (76689, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 107.166 | (25) (33.8161, 18-142)
